time		Ez		Er		Ephi		Bz		Br		Bphi		Pout		Vin		
1.73246e-09		-0.104029		-0.705109		0		0		0		-2.21294e-09		0.524349		-332157		0
1.73435e-09		-0.122017		-0.664669		0		0		0		-2.22189e-09		0.475666		-332574		0
1.73624e-09		-0.139381		-0.588205		0		0		0		-2.14286e-09		0.395439		-332991		0
1.73812e-09		-0.155273		-0.470839		0		0		0		-1.959e-09		0.296311		-333408		0
1.74001e-09		-0.168715		-0.308387		0		0		0		-1.65416e-09		0.193726		-333825		0
1.7419e-09		-0.178611		-0.0977086		0		0		0		-1.21384e-09		0.103122		-334242		0
1.74379e-09		-0.183768		0.162927		0		0		0		-6.26165e-10		0.037129		-334658		0
1.74567e-09		-0.182926		0.473447		0		0		0		1.1696e-10		0.0033277		-335075		0
1.74756e-09		-0.174798		0.831583		0		0		0		1.01864e-09		0.00304326		-335492		0
1.74945e-09		-0.158122		1.2325		0		0		0		2.07576e-09		0.0314059		-335908		0
1.75133e-09		-0.131721		1.66847		0		0		0		3.27773e-09		0.0786599		-336325		0
1.75322e-09		-0.0945688		2.12859		0		0		0		4.6054e-09		0.132416		-336743		0
1.75511e-09		-0.0458742		2.59862		0		0		0		6.03001e-09		0.180337		-337160		0
1.757e-09		0.0148402		3.06091		0		0		0		7.51246e-09		0.212646		-337578		0
1.75888e-09		0.0876478		3.49451		0		0		0		9.00287e-09		0.223905		-337996		0
1.76077e-09		0.172131		3.87544		0		0		0		1.04406e-08		0.213681		-338414		0
1.76266e-09		0.267298		4.17711		0		0		0		1.17547e-08		0.186014		-338833		0
1.76455e-09		0.371504		4.37106		0		0		0		1.28649e-08		0.147884		-339252		0
1.76643e-09		0.482393		4.42782		0		0		0		1.36836e-08		0.107139		-339670		0
1.76832e-09		0.596857		4.31806		0		0		0		1.4118e-08		0.0704811		-340088		0
1.77021e-09		0.711012		4.01395		0		0		0		1.40732e-08		0.0420589		-340505		0
1.77209e-09		0.820222		3.4907		0		0		0		1.34566e-08		0.0230426		-340922		0
1.77398e-09		0.919147		2.72827		0		0		0		1.21818e-08		0.012252		-341337		0
1.77587e-09		1.00183		1.71318		0		0		0		1.01741e-08		0.00757018		-341751		0
1.77776e-09		1.06186		0.440408		0		0		0		7.37638e-09		0.00761237		-342165		0
1.77964e-09		1.09253		-1.08486		0		0		0		3.75441e-09		0.0130036		-342577		0
1.78153e-09		1.0871		-2.8455		0		0		0		-6.96702e-10		0.0267031		-342987		0
1.78342e-09		1.03905		-4.81104		0		0		0		-5.94696e-09		0.0530958		-343397		0
1.7853e-09		0.942455		-6.9366		0		0		0		-1.19262e-08		0.0959841		-343805		0
1.78719e-09		0.792296		-9.16229		0		0		0		-1.852e-08		0.156046		-344212		0
1.78908e-09		0.58488		-11.4132		0		0		0		-2.55663e-08		0.22864		-344619		0
1.79097e-09		0.318228		-13.6003		0		0		0		-3.28544e-08		0.302921		-345026		0
1.79285e-09		-0.00753381		-15.6215		0		0		0		-4.01255e-08		0.363014		-345432		0
1.79474e-09		-0.389801		-17.3647		0		0		0		-4.70757e-08		0.39149		-345839		0
1.79663e-09		-0.823171		-18.7104		0		0		0		-5.33617e-08		0.374703		-346246		0
1.79852e-09		-1.29919		-19.5363		0		0		0		-5.86095e-08		0.308815		-346653		0
1.8004e-09		-1.80619		-19.7221		0		0		0		-6.24257e-08		0.204875		-347062		0
1.80229e-09		-2.32926		-19.1557		0		0		0		-6.44119e-08		0.0911315		-347471		0
1.80418e-09		-2.85032		-17.7388		0		0		0		-6.41816e-08		0.0111447		-347881		0
1.80606e-09		-3.3484		-15.3943		0		0		0		-6.13797e-08		0.0171108		-348293		0
1.80795e-09		-3.80006		-12.073		0		0		0		-5.57036e-08		0.158984		-348705		0
1.80984e-09		-4.18		-7.75992		0		0		0		-4.69253e-08		0.471263		-349119		0
1.81173e-09		-4.46184		-2.48095		0		0		0		-3.49137e-08		0.960337		-349534		0
1.81361e-09		-4.61912		3.6925		0		0		0		-1.96557e-08		1.59574		-349949		0
1.8155e-09		-4.62642		10.6395		0		0		0		-1.27588e-09		2.30837		-350366		0
1.81739e-09		-4.46058		18.1875		0		0		0		1.99479e-08		2.99752		-350783		0
1.81927e-09		-4.10211		26.1127		0		0		0		4.35735e-08		3.54676		-351201		-1.18002
1.82116e-09		-3.53653		34.1422		0		0		0		6.8989e-08		3.84667		-351619		-4.53605
1.82305e-09		-2.75578		41.9594		0		0		0		9.54147e-08		3.82007		-352038		-4.66204
1.82494e-09		-1.75947		49.212		0		0		0		1.21914e-07		3.4445		-352457		-4.77268
1.82682e-09		-0.556069		55.5226		0		0		0		1.4741e-07		2.7663		-352875		-6.1433
1.82871e-09		0.836238		60.5028		0		0		0		1.70718e-07		1.90158		-353294		-9.50936
1.8306e-09		2.38894		63.7685		0		0		0		1.90578e-07		1.02214		-353713		-5.23627
1.83249e-09		4.06302		64.9585		0		0		0		2.05704e-07		0.327132		-354131		-6.24971
1.83437e-09		5.80913		63.7537		0		0		0		2.14838e-07		0.00505224		-354549		-10.8985
1.83626e-09		7.56842		59.8966		0		0		0		2.1681e-07		0.193019		-354967		-14.2631
1.83815e-09		9.27373		53.2117		0		0		0		2.10598e-07		0.942122		-355384		-10.9726
1.84003e-09		10.8514		43.6238		0		0		0		1.95402e-07		2.19705		-355801		-15.992
1.84192e-09		12.2238		31.1734		0		0		0		1.70701e-07		3.79601		-356218		-19.1531
1.84381e-09		13.3118		16.0301		0		0		0		1.36318e-07		5.49312		-356634		-14.6691
1.8457e-09		14.0383		-1.50013		0		0		0		9.24661e-08		7.00051		-357049		-14.5648
1.84758e-09		14.3318		-20.9719		0		0		0		3.97913e-08		8.04303		-357465		-23.6633
1.84947e-09		14.13		-41.8046		0		0		0		-2.06045e-08		8.41483		-357880		-19.6725
1.85136e-09		13.3838		-63.2931		0		0		0		-8.71591e-08		8.02576		-358295		-14.5114
1.85324e-09		12.0607		-84.6253		0		0		0		-1.57865e-07		6.92711		-358709		-19.8902
1.85513e-09		10.1483		-104.908		0		0		0		-2.30309e-07		5.30947		-359123		-30.3766
1.85702e-09		7.65711		-123.198		0		0		0		-3.01734e-07		3.47165		-359537		-19.1825
1.85891e-09		4.62237		-138.539		0		0		0		-3.69126e-07		1.7653		-359951		-22.3725
1.86079e-09		1.10547		-150.008		0		0		0		-4.29319e-07		0.525889		-360365		-31.9463
1.86268e-09		-2.80613		-156.754		0		0		0		-4.79127e-07		0.00412414		-360778		-37.9463
1.86457e-09		-6.99997		-158.051		0		0		0		-5.15479e-07		0.312315		-361191		-24.483
1.86645e-09		-11.3409		-153.339		0		0		0		-5.35577e-07		1.39794		-361604		-22.9424
1.86834e-09		-15.6749		-142.269		0		0		0		-5.37045e-07		3.05095		-362017		-33.5436
1.87023e-09		-19.8337		-124.736		0		0		0		-5.18081e-07		4.94427		-362429		-33.6375
1.87212e-09		-23.641		-100.909		0		0		0		-4.77593e-07		6.69977		-362842		-24.4686
1.874e-09		-26.9194		-71.2445		0		0		0		-4.15316e-07		7.96585		-363254		-30.2472
1.87589e-09		-29.4979		-36.4948		0		0		0		-3.319e-07		8.49028		-363667		-42.419
1.87778e-09		-31.2201		2.3058		0		0		0		-2.28962e-07		8.17228		-364080		-38.7616
1.87967e-09		-31.9523		43.8634		0		0		0		-1.09099e-07		7.08235		-364493		-26.7079
1.88155e-09		-31.591		86.6649		0		0		0		2.41518e-08		5.44545		-364907		-34.6246
1.88344e-09		-30.0702		129.031		0		0		0		1.66396e-07		3.59106		-365321		-48.1361
1.88533e-09		-27.3666		169.182		0		0		0		3.12514e-07		1.88133		-365736		-42.7949
1.88721e-09		-23.5045		205.315		0		0		0		4.56842e-07		0.633329		-366151		-34.0444
1.8891e-09		-18.5576		235.687		0		0		0		5.93391e-07		0.052772		-366567		-41.2231
1.89099e-09		-12.649		258.7		0		0		0		7.16102e-07		0.193878		-366983		-48.0996
1.89288e-09		-5.94964		272.99		0		0		0		8.19125e-07		0.953854		-367399		-38.4117
1.89476e-09		1.32724		277.502		0		0		0		8.971e-07		2.1025		-367815		-30.4293
1.89665e-09		8.93242		271.564		0		0		0		9.45443e-07		3.33924		-368232		-43.4964
1.89854e-09		16.5902		254.936		0		0		0		9.60611e-07		4.3637		-368648		-46.8279
1.90042e-09		24.0094		227.855		0		0		0		9.4033e-07		4.94306		-369065		-39.4831
1.90231e-09		30.8957		191.039		0		0		0		8.83778e-07		4.96062		-369481		-45.1668
1.9042e-09		36.9651		145.683		0		0		0		7.917e-07		4.43488		-369897		-52.7054
1.90609e-09		41.9571		93.4201		0		0		0		6.66457e-07		3.50593		-370313		-42.9598
1.90797e-09		45.6481		36.2639		0		0		0		5.11994e-07		2.39387		-370729		-46.2109
1.90986e-09		47.8629		-23.4786		0		0		0		3.33722e-07		1.3406		-371144		-58.0256
1.91175e-09		48.4849		-83.3093		0		0		0		1.3832e-07		0.550166		-371560		-52.1462
1.91364e-09		47.4632		-140.658		0		0		0		-6.65399e-08		0.142382		-371975		-44.0709
1.91552e-09		44.8172		-193.013		0		0		0		-2.72531e-07		0.1307		-372390		-54.215
1.91741e-09		40.6371		-238.05		0		0		0		-4.71063e-07		0.42863		-372805		-56.5457
1.9193e-09		35.0813		-273.76		0		0		0		-6.53708e-07		0.881467		-373220		-47.7669
1.92118e-09		28.37		-298.565		0		0		0		-8.12625e-07		1.31368		-373634		-41.6879
1.92307e-09		20.7748		-311.414		0		0		0		-9.40988e-07		1.57855		-374049		-54.9765
1.92496e-09		12.6056		-311.85		0		0		0		-1.03335e-06		1.5965		-374464		-57.4744
1.92685e-09		4.19544		-300.048		0		0		0		-1.08598e-06		1.37228		-374879		-49.7468
1.92873e-09		-4.11746		-276.823		0		0		0		-1.09709e-06		0.986955		-375294		-52.1063
1.93062e-09		-12.0072		-243.587		0		0		0		-1.06692e-06		0.568135		-375710		-63.4376
1.93251e-09		-19.1781		-202.284		0		0		0		-9.97853e-07		0.247609		-376126		-61.2756
1.93439e-09		-25.3808		-155.284		0		0		0		-8.94211e-07		0.119167		-376542		-59.3482
1.93628e-09		-30.4266		-105.243		0		0		0		-7.62091e-07		0.209157		-376959		-62.5771
1.93817e-09		-34.197		-54.9545		0		0		0		-6.09012e-07		0.468641		-377376		-65.7348
1.94006e-09		-36.6508		-7.16919		0		0		0		-4.43485e-07		0.789746		-377794		-64.4957
1.94194e-09		-37.8247		35.5726		0		0		0		-2.74512e-07		1.04174		-378211		-64.3211
1.94383e-09		-37.8305		71.1102		0		0		0		-1.11035e-07		1.1164		-378629		-68.3792
1.94572e-09		-36.8456		97.8098		0		0		0		3.86256e-08		0.969047		-379046		-67.1798
1.94761e-09		-35.1002		114.683		0		0		0		1.67307e-07		0.642379		-379463		-69.5247
1.94949e-09		-32.8597		121.468		0		0		0		2.69486e-07		0.264401		-379879		-74.1534
1.95138e-09		-30.4044		118.661		0		0		0		3.41662e-07		0.0189376		-380295		-71.1682
1.95327e-09		-28.0074		107.505		0		0		0		3.82627e-07		0.0949582		-380710		-67.718
1.95515e-09		-25.912		89.9168		0		0		0		3.93579e-07		0.627591		-381123		-70.3323
1.95704e-09		-24.3105		68.3712		0		0		0		3.78081e-07		1.64711		-381535		-71.2244
1.95893e-09		-23.3263		45.7384		0		0		0		3.41852e-07		3.05144		-381946		-68.6848
1.96082e-09		-22.9989		25.0832		0		0		0		2.92396e-07		4.6125		-382356		-69.8452
1.9627e-09		-23.276		9.44053		0		0		0		2.38488e-07		6.01871		-382765		-71.347
1.96459e-09		-24.0115		1.57972		0		0		0		1.8954e-07		6.94623		-383173		-65.5705
1.96648e-09		-24.9703		3.77308		0		0		0		1.54891e-07		7.14322		-383580		-66.6492
1.96836e-09		-25.8409		17.5848		0		0		0		1.43057e-07		6.50689		-383986		-69.382
1.97025e-09		-26.2548		43.6961		0		0		0		1.60991e-07		5.1324		-384391		-70.0212
1.97214e-09		-25.8119		81.7812		0		0		0		2.1342e-07		3.31854		-384796		-68.0893
1.97403e-09		-24.1107		130.446		0		0		0		3.02279e-07		1.52404		-385201		-71.5205
1.97591e-09		-20.7814		187.235		0		0		0		4.26328e-07		0.280113		-385605		-73.9426
1.9778e-09		-15.5203		248.72		0		0		0		5.80948e-07		0.0760763		-386010		-73.8341
1.97969e-09		-8.12221		310.655		0		0		0		7.58181e-07		1.24224		-386415		-74.0714
1.98157e-09		1.4905		368.204		0		0		0		9.46999e-07		3.85728		-386820		-75.9922
1.98346e-09		13.2452		416.23		0		0		0		1.13382e-06		7.70311		-387225		-80.1823
1.98535e-09		26.9044		449.624		0		0		0		1.30322e-06		12.2813		-387630		-80.5387
1.98724e-09		42.0611		463.656		0		0		0		1.4389e-06		16.8917		-388035		-79.8104
1.98912e-09		58.1449		454.335		0		0		0		1.5247e-06		20.76		-388440		-79.2633
1.99101e-09		74.4403		418.748		0		0		0		1.54575e-06		23.1895		-388845		-78.7424
1.9929e-09		90.1155		355.344		0		0		0		1.48961e-06		23.7059		-389249		-80.3271
1.99479e-09		104.262		264.167		0		0		0		1.34738e-06		22.1642		-389652		-80.0581
1.99667e-09		115.943		146.994		0		0		0		1.11459e-06		18.7928		-390055		-80.7538
1.99856e-09		124.248		7.37655		0		0		0		7.91956e-07		14.1652		-390457		-79.8382
2.00045e-09		128.35		-149.433		0		0		0		3.85795e-07		9.10156		-390858		-81.4642
2.00233e-09		127.561		-316.657		0		0		0		-9.18229e-08		4.52022		-391258		-79.2127
2.00422e-09		121.391		-486.287		0		0		0		-6.23324e-07		1.26748		-391656		-79.2158
2.00611e-09		109.588		-649.468		0		0		0		-1.18623e-06		-0.039723		-392054		-80.7288
2.008e-09		92.1765		-796.967		0		0		0		-1.75408e-06		0.872577		-392451		-81.0504
2.00988e-09		69.4801		-919.686		0		0		0		-2.29774e-06		3.88746		-392847		-80.4111
2.01177e-09		42.1245		-1009.21		0		0		0		-2.78685e-06		8.52297		-393243		-80.6861
2.01366e-09		11.0273		-1058.36		0		0		0		-3.19158e-06		14.0249		-393637		-81.15
2.01554e-09		-22.6321		-1061.66		0		0		0		-3.48437e-06		19.5062		-394032		-80.7077
2.01743e-09		-57.4594		-1015.79		0		0		0		-3.64167e-06		24.1051		-394425		-81.2656
2.01932e-09		-91.9071		-919.882		0		0		0		-3.64559e-06		27.1307		-394818		-78.1383
2.02121e-09		-124.35		-775.748		0		0		0		-3.48531e-06		28.17		-395210		-77.2263
2.02309e-09		-153.168		-587.897		0		0		0		-3.15807e-06		27.139		-395601		-77.2349
2.02498e-09		-176.835		-363.434		0		0		0		-2.66985e-06		24.273		-395991		-76.0635
2.02687e-09		-194.005		-111.796		0		0		0		-2.03552e-06		20.0629		-396379		-77.1145
2.02876e-09		-203.595		155.664		0		0		0		-1.27853e-06		15.1545		-396766		-79.3945
2.03064e-09		-204.854		426.232		0		0		0		-4.29975e-07		10.2314		-397151		-81.4038
2.03253e-09		-197.421		686.474		0		0		0		4.7269e-07		5.9062		-397534		-83.7358
2.03442e-09		-181.357		922.965		0		0		0		1.38746e-06		2.63534		-397915		-81.9441
2.0363e-09		-157.163		1123.03		0		0		0		2.26988e-06		0.671427		-398295		-82.753
2.03819e-09		-125.765		1275.5		0		0		0		3.07542e-06		0.0543268		-398672		-83.3313
2.04008e-09		-88.4818		1371.35		0		0		0		3.76191e-06		0.63722		-399048		-83.1399
2.04197e-09		-46.9665		1404.32		0		0		0		4.29198e-06		2.13725		-399423		-81.3768
2.04385e-09		-3.1265		1371.31		0		0		0		4.63525e-06		4.19803		-399797		-83.5926
2.04574e-09		40.9713		1272.67		0		0		0		4.77025e-06		6.45157		-400169		-81.8998
2.04763e-09		83.2084		1112.29		0		0		0		4.68592e-06		8.56961		-400540		-82.5184
2.04951e-09		121.528		897.405		0		0		0		4.38244e-06		10.2984		-400911		-84.012
2.0514e-09		154.047		638.355		0		0		0		3.87158e-06		11.4755		-401282		-82.7807
2.05329e-09		179.163		348.008		0		0		0		3.17632e-06		12.0293		-401652		-83.8028
2.05518e-09		195.646		41.1081		0		0		0		2.3298e-06		11.9677		-402021		-83.9213
2.05706e-09		202.709		-266.526		0		0		0		1.3737e-06		11.3581		-402390		-84.199
2.05895e-09		200.06		-558.883		0		0		0		3.56079e-07		10.3071		-402759		-83.3266
2.06084e-09		187.921		-820.668		0		0		0		-6.71226e-07		8.94064		-403128		-85.7124
2.06273e-09		167.022		-1038.18		0		0		0		-1.65544e-06		7.38937		-403496		-84.5631
2.06461e-09		138.559		-1200.12		0		0		0		-2.54583e-06		5.77788		-403865		-84.026
2.0665e-09		104.136		-1298.26		0		0		0		-3.29658e-06		4.21877		-404233		-83.8457
2.06839e-09		65.6721		-1327.94		0		0		0		-3.86944e-06		2.80945		-404601		-85.1826
2.07027e-09		25.2908		-1288.36		0		0		0		-4.236e-06		1.63055		-404969		-84.5362
2.07216e-09		-14.7978		-1182.67		0		0		0		-4.37933e-06		0.744601		-405336		-84.9244
2.07405e-09		-52.4268		-1017.74		0		0		0		-4.29503e-06		0.194421		-405704		-85.1458
2.07594e-09		-85.5977		-803.823		0		0		0		-3.99152e-06		0.00106817		-406071		-84.7795
2.07782e-09		-112.598		-553.896		0		0		0		-3.48957e-06		0.161739		-406438		-86.3289
2.07971e-09		-132.099		-282.908		0		0		0		-2.82104e-06		0.64838		-406805		-84.5655
2.0816e-09		-143.236		-6.8616		0		0		0		-2.02701e-06		1.40781		-407171		-85.3968
2.08348e-09		-145.657		258.159		0		0		0		-1.15527e-06		2.364		-407537		-86.1758
2.08537e-09		-139.536		496.978		0		0		0		-2.57465e-07		3.42284		-407901		-85.5864
2.08726e-09		-125.566		696.258		0		0		0		6.14092e-07		4.47936		-408265		-86.4828
2.08915e-09		-104.907		845.324		0		0		0		1.4096e-06		5.4269		-408628		-87.0885
2.09103e-09		-79.1087		936.814		0		0		0		2.08484e-06		6.16743		-408990		-86.3746
2.09292e-09		-50.0148		967.127		0		0		0		2.60383e-06		6.62195		-409352		-86.3658
2.09481e-09		-19.6384		936.623		0		0		0		2.94106e-06		6.73979		-409713		-88.1668
2.0967e-09		9.96766		849.58		0		0		0		3.08299e-06		6.50564		-410073		-84.923
2.09858e-09		36.8446		713.878		0		0		0		3.0288e-06		5.94314		-410434		-86.376
2.10047e-09		59.2568		540.468		0		0		0		2.79035e-06		5.11446		-410794		-86.8795
2.10236e-09		75.8059		342.623		0		0		0		2.39124e-06		4.11512		-411154		-86.6508
2.10424e-09		85.524		135.039		0		0		0		1.86522e-06		3.06435		-411514		-86.463
2.10613e-09		87.9387		-67.1585		0		0		0		1.2538e-06		2.09165		-411874		-86.5902
2.10802e-09		83.1055		-249.445		0		0		0		6.03456e-07		1.32087		-412234		-87.7657
2.10991e-09		71.6058		-398.887		0		0		0		-3.75595e-08		0.85377		-412592		-86.7688
2.11179e-09		54.5089		-505.035		0		0		0		-6.22531e-07		0.755537		-412951		-88.0199
2.11368e-09		33.3009		-560.644		0		0		0		-1.10948e-06		1.04448		-413309		-87.685
2.11557e-09		9.78508		-562.197		0		0		0		-1.46406e-06		1.68802		-413666		-88.853
2.11745e-09		-14.042		-510.166		0		0		0		-1.66197e-06		2.60591		-414024		-86.8611
2.11934e-09		-36.1282		-409.005		0		0		0		-1.69069e-06		3.68078		-414382		-87.6364
2.12123e-09		-54.5107		-266.885		0		0		0		-1.5504e-06		4.77432		-414739		-87.9281
2.12312e-09		-67.4575		-95.1532		0		0		0		-1.25407e-06		5.74671		-415098		-88.6956
2.125e-09		-73.596		92.4156		0		0		0		-8.26691e-07		6.47605		-415457		-88.0133
2.12689e-09		-72.0209		280.55		0		0		0		-3.03588e-07		6.87454		-415817		-89.049
2.12878e-09		-62.373		453.527		0		0		0		2.71886e-07		6.89893		-416177		-89.67
2.13066e-09		-44.8828		596.264		0		0		0		8.51317e-07		6.55396		-416538		-89.2462
2.13255e-09		-20.3768		695.386		0		0		0		1.38456e-06		5.88881		-416899		-87.9639
2.13444e-09		9.75669		740.195		0		0		0		1.82326e-06		4.98806		-417260		-88.1086
2.13633e-09		43.6391		723.483		0		0		0		2.12428e-06		3.95928		-417621		-88.9457
2.13821e-09		79.0083		642.123		0		0		0		2.25291e-06		2.91971		-417982		-88.9369
2.1401e-09		113.354		497.403		0		0		0		2.18551e-06		1.98407		-418344		-88.2662
2.14199e-09		144.071		295.077		0		0		0		1.9115e-06		1.25466		-418706		-90.0505
2.14388e-09		168.629		45.1234		0		0		0		1.43451e-06		0.814286		-419070		-89.5796
2.14576e-09		184.739		-238.774		0		0		0		7.72649e-07		0.721479		-419434		-88.8901
2.14765e-09		190.507		-540.001		0		0		0		-4.2215e-08		1.00737		-419801		-89.8616
2.14954e-09		184.578		-839.985		0		0		0		-9.66049e-07		1.67355		-420169		-91.136
2.15142e-09		166.241		-1119.32		0		0		0		-1.9451e-06		2.69068		-420540		-89.9854
2.15331e-09		135.506		-1358.95		0		0		0		-2.91902e-06		3.99792		-420913		-91.1148
2.1552e-09		93.1304		-1541.39		0		0		0		-3.82447e-06		5.50409		-421288		-92.0473
2.15709e-09		40.6134		-1651.84		0		0		0		-4.599e-06		7.09123		-421664		-90.8366
2.15897e-09		-19.8654		-1679.18		0		0		0		-5.18501e-06		8.62131		-422042		-90.0524
2.16086e-09		-85.5424		-1616.73		0		0		0		-5.53342e-06		9.94666		-422422		-91.5414
2.16275e-09		-153.206		-1462.78		0		0		0		-5.60699e-06		10.9236		-422802		-92.3341
2.16463e-09		-219.36		-1220.84		0		0		0		-5.38293e-06		11.4286		-423183		-90.8392
2.16652e-09		-280.411		-899.541		0		0		0		-4.85468e-06		11.3751		-423565		-92.3567
2.16841e-09		-332.865		-512.268		0		0		0		-4.03283e-06		10.7291		-423949		-93.9381
2.1703e-09		-373.52		-76.4971		0		0		0		-2.94496e-06		9.52123		-424334		-91.1191
2.17218e-09		-399.651		387.125		0		0		0		-1.63452e-06		7.85229		-424721		-91.2771
2.17407e-09		-409.17		855.883		0		0		0		-1.58739e-07		5.89159		-425109		-91.8002
2.17596e-09		-400.756		1306.23		0		0		0		1.41427e-06		3.86576		-425500		-92.0973
2.17785e-09		-373.948		1715.09		0		0		0		3.00912e-06		2.03885		-425893		-90.4005
2.17973e-09		-329.186		2061.12		0		0		0		4.54716e-06		0.684867		-426288		-91.8383
2.18162e-09		-267.814		2325.91		0		0		0		5.95074e-06		0.0555824		-426684		-92.5225
2.18351e-09		-192.027		2495		0		0		0		7.14748e-06		0.347242		-427082		-93.4198
2.18539e-09		-104.78		2558.69		0		0		0		8.07422e-06		1.67068		-427481		-93.9013
2.18728e-09		-9.65021		2512.52		0		0		0		8.6805e-06		4.02903		-427881		-93.7312
2.18917e-09		89.3331		2357.6		0		0		0		8.93134e-06		7.30672		-428282		-94.0521
2.19106e-09		187.88		2100.43		0		0		0		8.80916e-06		11.272		-428685		-93.616
2.19294e-09		281.649		1752.6		0		0		0		8.31471e-06		15.5939		-429089		-93.582
2.19483e-09		366.464		1330.1		0		0		0		7.46702e-06		19.872		-429494		-92.0628
2.19672e-09		438.513		852.405		0		0		0		6.30234e-06		23.6774		-429901		-93.2004
2.1986e-09		494.54		341.461		0		0		0		4.87209e-06		26.6		-430309		-93.6393
2.20049e-09		532.005		-179.56		0		0		0		3.24011e-06		28.2966		-430718		-94.2081
2.20238e-09		549.204		-687.467		0		0		0		1.47914e-06		28.5366		-431128		-94.7889
2.20427e-09		545.356		-1160.26		0		0		0		-3.33e-07		27.2371		-431538		-94.8587
2.20615e-09		520.633		-1578.24		0		0		0		-2.11749e-06		24.4845		-431947		-95.4756
2.20804e-09		476.15		-1924.96		0		0		0		-3.79859e-06		20.5382		-432356		-95.646
2.20993e-09		413.905		-2187.92		0		0		0		-5.30731e-06		15.8139		-432763		-94.1244
2.21182e-09		336.675		-2359.09		0		0		0		-6.58479e-06		10.8472		-433170		-92.2855
2.2137e-09		247.876		-2435.14		0		0		0		-7.58483e-06		6.23818		-433575		-94.8849
2.21559e-09		151.389		-2417.31		0		0		0		-8.27575e-06		2.58426		-433979		-94.775
2.21748e-09		51.3668		-2311.18		0		0		0		-8.64138e-06		0.406171		-434384		-94.114
2.21936e-09		-47.9677		-2126.08		0		0		0		-8.68109e-06		0.0779491		-434788		-95.541
2.22125e-09		-142.528		-1874.38		0		0		0		-8.40905e-06		1.77005		-435193		-95.7239
2.22314e-09		-228.559		-1570.68		0		0		0		-7.85263e-06		5.415		-435598		-95.8123
2.22503e-09		-302.809		-1230.84		0		0		0		-7.05029e-06		10.7024		-436004		-94.4786
2.22691e-09		-362.676		-871.107		0		0		0		-6.04885e-06		17.1063		-436409		-96.5968
2.2288e-09		-406.315		-507.191		0		0		0		-4.90058e-06		23.9435		-436814		-96.0383
2.23069e-09		-432.707		-153.539		0		0		0		-3.66017e-06		30.455		-437218		-97.1015
2.23257e-09		-441.679		177.319		0		0		0		-2.38175e-06		35.9012		-437621		-96.1962
2.23446e-09		-433.885		475.225		0		0		0		-1.11625e-06		39.6562		-438023		-97.5084
2.23635e-09		-410.737		732.665		0		0		0		9.0871e-08		41.2878		-438425		-95.9897
2.23824e-09		-374.306		944.851		0		0		0		1.20136e-06		40.6118		-438827		-97.3738
2.24012e-09		-327.182		1109.63		0		0		0		2.18532e-06		37.7135		-439230		-97.0366
2.24201e-09		-272.318		1227.26		0		0		0		3.02179e-06		32.934		-439634		-96.4668
2.2439e-09		-212.854		1300		0		0		0		3.69867e-06		26.8246		-440039		-96.7821
2.24578e-09		-151.94		1331.73		0		0		0		4.21222e-06		20.077		-440446		-97.0675
2.24767e-09		-92.5612		1327.39		0		0		0		4.566e-06		13.4403		-440855		-97.375
2.24956e-09		-37.3803		1292.55		0		0		0		4.76965e-06		7.63432		-441264		-95.8529
2.25145e-09		11.3945		1232.91		0		0		0		4.83731e-06		3.27108		-441675		-99.2546
2.25333e-09		52.1134		1153.93		0		0		0		4.78606e-06		0.790909		-442085		-96.5847
2.25522e-09		83.7505		1060.5		0		0		0		4.63441e-06		0.418959		-442494		-97.4111
2.25711e-09		105.931		956.735		0		0		0		4.40091e-06		2.14463		-442902		-97.3319
2.259e-09		118.915		845.85		0		0		0		4.10295e-06		5.72451		-443309		-98.0494
2.26088e-09		123.547		730.165		0		0		0		3.75596e-06		10.708		-443713		-96.6945
2.26277e-09		121.169		611.164		0		0		0		3.3728e-06		16.4837		-444117		-99.6514
2.26466e-09		113.498		489.643		0		0		0		2.96354e-06		22.3439		-444519		-98.6407
2.26654e-09		102.497		365.904		0		0		0		2.53551e-06		27.5616		-444922		-98.0569
2.26843e-09		90.2144		239.976		0		0		0		2.09359e-06		31.4755		-445324		-99.2741
2.27032e-09		78.6389		111.849		0		0		0		1.64075e-06		33.5724		-445727		-99.8371
2.27221e-09		69.5477		-18.3086		0		0		0		1.17866e-06		33.5585		-446130		-98.8475
2.27409e-09		64.3775		-149.968		0		0		0		7.08426e-07		31.4075		-446535		-100.502
2.27598e-09		64.1177		-282.089		0		0		0		2.31269e-07		27.3756		-446941		-100.166
2.27787e-09		69.2348		-413.04		0		0		0		-2.50785e-07		21.9778		-447347		-100.086
2.27975e-09		79.6334		-540.559		0		0		0		-7.34382e-07		15.9235		-447754		-98.9831
2.28164e-09		94.6557		-661.79		0		0		0		-1.21443e-06		10.0183		-448160		-100.332
2.28353e-09		113.12		-773.367		0		0		0		-1.6839e-06		5.04483		-448566		-99.2191
2.28542e-09		133.399		-871.558		0		0		0		-2.13378e-06		1.6411		-448972		-100.074
2.2873e-09		153.525		-952.445		0		0		0		-2.55324e-06		0.198918		-449377		-99.2906
2.28919e-09		171.33		-1012.14		0		0		0		-2.93002e-06		0.800122		-449782		-100.755
2.29108e-09		184.599		-1047.02		0		0		0		-3.25089e-06		3.20464		-450186		-99.3123
